wall_time_s,mid
1775753228.879453,1270.0
1775753229.880756,1259.0
1775753230.882217,1270.0
1775753231.8836071,1265.0
1775753232.885043,1264.0
1775753233.886556,1262.0
1775753234.8878772,1260.0
1775753235.889306,1260.0
1775753236.890805,1265.0
1775753237.892258,1271.5
1775753238.8936489,1275.0
1775753239.895015,1272.5
1775753240.8964438,1270.0
1775753241.897263,1270.0
1775753242.898644,1275.0
1775753243.9002612,1269.0
1775753244.901951,1272.0
1775753245.903599,1265.0
1775753246.905044,1264.0
1775753247.906181,1275.0
1775753248.907504,1280.0
1775753249.9088051,1270.5
1775753250.910149,1265.0
1775753251.9117498,
1775753252.9132109,1189.0
1775753253.914242,
1775753254.915875,1067.5
1775753255.9166772,1025.0
1775753256.918133,1038.0
1775753257.919528,1090.0
1775753258.921104,1088.0
1775753259.922632,1082.0
1775753260.924293,1090.0
1775753261.925992,1078.0
1775753262.9275541,1067.0
1775753263.929089,1079.0
1775753264.9306118,1079.5
1775753265.931077,1108.0
1775753266.931552,1108.0
1775753267.931803,1152.0
1775753268.932032,1155.0
1775753269.932322,1164.0
1775753270.932653,1151.5
1775753271.932958,1149.0
1775753272.933354,1150.5
1775753273.933673,1142.5
1775753274.933994,1142.5
1775753275.9341881,1140.0
1775753276.934431,1139.0
1775753277.934657,1141.0
1775753278.934853,1141.0
1775753279.935081,1144.5
1775753280.9353971,1147.0
1775753281.936917,1154.0
1775753282.937582,1151.0
1775753283.937828,1149.0
1775753284.9381409,1143.5
1775753285.938428,1141.5
1775753286.938713,1142.5
1775753287.939035,1147.0
1775753288.9392982,1148.0
1775753289.939578,1147.0
1775753290.939862,1141.5
1775753291.9402392,1139.5
1775753292.94045,1135.0
1775753293.940619,1137.5
1775753294.940746,1152.0
1775753295.941936,1163.5
1775753296.942166,1176.0
1775753297.9423559,1196.5
1775753298.9436831,1198.0
1775753299.944077,1207.5
1775753300.944261,1200.5
1775753301.944436,1187.5
1775753302.944619,1183.5
1775753303.944779,1184.0
1775753304.9449558,1191.5
1775753305.945128,1196.0
1775753306.945397,1197.5
1775753307.94557,1196.0
1775753308.945729,1197.0
1775753309.9467788,1198.0
1775753310.9470239,1195.5
1775753311.947134,1193.5
1775753312.947335,1190.0
1775753313.947531,1188.5
1775753314.947776,1200.0
1775753315.947962,1201.0
1775753316.948124,1201.5
1775753317.94825,1207.0
1775753318.9484138,1210.0
1775753319.948558,1201.0
1775753320.948704,1206.0
1775753321.948859,1204.0
1775753322.9490108,1201.0
1775753323.949164,1195.0
1775753324.95966,1198.0
1775753325.960528,1196.0
1775753326.96172,1194.5
1775753327.9627619,1187.0
1775753328.9636328,1182.0
1775753329.963997,1188.0
1775753330.964638,1186.0
1775753331.9657972,1194.0
1775753332.966717,1197.0
1775753333.967963,1192.0
1775753334.969324,1195.0
1775753335.9705899,1204.0
1775753336.971788,1199.0
1775753337.9730072,1197.0
1775753338.9742389,1198.0
1775753339.975529,1194.0
1775753340.976772,1189.0
1775753341.9778738,1188.0
1775753342.978434,1186.0
1775753343.979702,1184.0
1775753344.980951,1181.5
1775753345.982246,1175.0
1775753346.98348,1180.0
1775753347.984763,1188.0
1775753348.986013,1188.0
1775753349.987356,1187.0
1775753350.9887,1188.0
1775753351.99005,1187.0
1775753352.9906619,1183.0
1775753353.991915,1185.0
1775753354.993078,1179.0
1775753355.9942558,1170.0
1775753356.995497,1171.0
1775753357.996814,1169.0
1775753358.9981282,1171.0
1775753359.99936,1174.0
1775753361.000721,1177.5
1775753362.002005,1175.0
1775753363.003316,1174.0
1775753364.0047,1174.0
1775753365.006044,1168.0
1775753366.007458,1170.0
1775753367.0088162,1174.0
1775753368.0100968,1166.0
1775753369.0113862,1168.0
1775753370.012628,1177.0
1775753371.013804,1182.5
1775753372.015284,1187.0
1775753373.016715,1186.0
1775753374.018323,1181.0
1775753375.019837,1180.0
1775753376.0213819,1170.0
1775753377.022898,1169.0
1775753378.0243928,1164.0
1775753379.025936,1163.0
1775753380.027532,1167.0
1775753381.0288901,1174.5
1775753382.030305,1168.0
1775753383.031615,1159.0
1775753384.03315,1142.0
1775753385.034701,1130.0
1775753386.036148,1122.0
1775753387.037138,1114.0
1775753388.0387552,1108.5
1775753389.040433,1099.0
1775753390.0412428,1088.0
1775753391.0426052,1078.0
1775753392.0441432,1079.5
1775753393.045666,1077.0
1775753394.0471559,1078.0
1775753395.04864,1081.0
1775753396.050153,1082.0
1775753397.05154,1077.5
1775753398.0531762,1081.0
1775753399.054822,1081.0
1775753400.0556889,1080.0
1775753401.057298,1081.0
1775753402.057916,1085.0
1775753403.059624,1085.0
1775753404.061182,1087.0
1775753405.0626209,1090.0
1775753406.064008,1094.0
1775753407.065572,1093.0
1775753408.0670788,1097.0
1775753409.0684512,1100.0
1775753410.069112,1101.0
1775753411.070591,1095.0
1775753412.072209,1086.0
1775753413.073777,1078.0
1775753414.075399,1080.0
1775753415.076789,1084.0
1775753416.078191,1094.0
1775753417.079024,1087.0
1775753418.080517,1086.0
1775753419.082125,1087.0
1775753420.08288,1088.0
1775753421.0845,1089.0
1775753422.086082,1098.5
1775753423.087539,1102.0
1775753424.088853,1102.0
1775753425.0902872,1104.0
1775753426.0918322,1104.0
1775753427.093462,1103.0
1775753428.0950541,1099.0
1775753429.096428,1089.0
1775753430.097835,1084.0
1775753431.099307,1084.0
1775753432.100801,1094.5
1775753433.102287,1080.0
1775753434.103831,1078.0
1775753435.1052978,1087.0
1775753436.106585,1093.0
1775753437.1078699,1112.0
1775753438.109429,1115.0
1775753439.110919,1115.0
1775753440.111485,1115.0
1775753441.112968,1109.0
1775753442.114422,1108.0
1775753443.115734,1107.0
1775753444.117106,1109.0
1775753445.1186419,1103.5
1775753446.1194901,1112.0
1775753447.121181,1114.0
1775753448.122565,1117.0
1775753449.124083,1117.0
1775753450.125576,1134.0
1775753451.1271691,
1775753452.128705,1185.0
1775753453.1293771,1179.0
1775753454.129611,1175.0
1775753455.129956,1182.5
1775753456.130429,1187.0
1775753457.130704,1194.0
1775753458.13106,1189.0
1775753459.132569,1187.0
1775753460.133003,1185.0
1775753461.133157,1187.0
1775753462.1336708,1186.0
1775753463.133843,1185.0
1775753464.134047,1173.0
1775753465.134273,1179.0
1775753466.1344361,1176.0
1775753467.134668,1167.0
1775753468.136083,1166.0
1775753469.136388,1171.0
1775753470.136673,1178.0
1775753471.136859,1179.0
1775753472.137059,1194.0
1775753473.137223,1202.0
1775753474.137455,1187.0
1775753475.137739,1150.5
1775753476.137884,1101.5
1775753477.138166,
1775753478.13836,983.5
1775753479.138548,949.5
1775753480.13873,950.0
1775753481.1389608,1006.5
1775753482.139141,1002.0
1775753483.139938,1001.0
1775753484.140254,1001.0
1775753485.140438,1006.5
1775753486.140778,1001.5
1775753487.1410098,1009.0
1775753488.141521,1005.5
1775753489.141919,1009.5
1775753490.143496,1003.0
1775753491.1439738,1003.5
1775753492.144238,1001.5
1775753493.144445,995.5
1775753494.1447208,994.0
1775753495.1450639,993.0
1775753496.145282,998.0
1775753497.145519,1002.0
1775753498.145738,1007.0
1775753499.146035,1010.5
1775753500.146188,1004.0
1775753501.14641,1000.0
1775753502.146594,1003.0
1775753503.146823,1010.0
1775753504.14702,1014.0
1775753505.148282,1016.0
1775753506.148569,1013.0
1775753507.148753,1012.0
1775753508.149011,1011.0
1775753509.1504252,1014.0
1775753510.150838,1009.0
1775753511.152003,1007.0
1775753512.152709,1008.0
1775753513.153405,1008.0
1775753514.153623,1012.5
1775753515.153795,1017.0
1775753516.1541839,1014.0
1775753517.155311,1012.0
1775753518.156517,1014.0
1775753519.157409,1013.0
1775753520.158728,1016.0
1775753521.159957,1015.0
1775753522.160937,1014.0
1775753523.162389,1008.0
1775753524.163847,1010.0
1775753525.1648698,1008.0
1775753526.1660988,1004.0
1775753527.167488,1003.0
1775753528.1689558,1008.0
1775753529.170366,1005.0
1775753530.171714,1010.5
1775753531.1729548,1014.0
1775753532.1741362,1018.0
1775753533.175595,1023.0
1775753534.1770382,1031.0
1775753535.178313,1049.5
1775753536.178732,1057.0
1775753537.1800609,1068.0
1775753538.18142,1079.0
1775753539.18326,1085.0
1775753540.184895,1086.0
1775753541.186532,1095.0
1775753542.1879501,1094.0
1775753543.189662,1101.0
1775753544.191316,1104.0
1775753545.192886,1108.0
1775753546.1945899,1104.0
1775753547.196074,1101.0
1775753548.197288,1102.0
1775753549.197919,1100.0
1775753550.199567,1095.0
1775753551.201117,1103.0
1775753552.2028039,1103.0
1775753553.204298,1095.0
1775753554.205863,1104.0
1775753555.207658,1101.0
1775753556.209308,1105.0
1775753557.210794,1107.0
1775753558.212405,1104.0
1775753559.213918,1095.5
1775753560.215573,1098.0
1775753561.2167292,1097.0
1775753562.218176,1094.0
1775753563.219084,1104.0
1775753564.220623,1106.0
1775753565.222243,1105.5
1775753566.223732,1109.0
1775753567.2243378,1106.0
1775753568.2258718,1101.0
1775753569.227266,1098.5
1775753570.228775,1095.0
1775753571.230297,1077.0
1775753572.231978,1076.0
1775753573.233793,1074.0
1775753574.235397,1066.0
1775753575.236876,1073.0
1775753576.2376409,1072.0
1775753577.238324,1073.0
1775753578.239697,1076.0
1775753579.24111,1078.0
1775753580.242825,1072.0
1775753581.2444532,1070.0
1775753582.24594,1074.0
1775753583.247416,1068.0
1775753584.2486541,1072.0
1775753585.249968,1080.0
1775753586.2514849,1076.0
1775753587.253113,1080.0
1775753588.254643,1076.0
1775753589.256195,1076.0
1775753590.2577422,1074.0
1775753591.2593112,1076.0
1775753592.2608,1070.0
1775753593.262342,1068.0
1775753594.263839,1067.0
1775753595.265384,1066.0
1775753596.26592,1073.0
1775753597.267596,1066.0
1775753598.269021,1074.0
1775753599.270373,1068.0
1775753600.271895,1076.0
1775753601.272865,1083.0
1775753602.274349,1082.0
1775753603.275896,1078.0
1775753604.277507,1075.0
1775753605.27892,1078.0
1775753606.280444,1076.5
1775753607.2818182,1069.0
1775753608.283403,1062.0
1775753609.284887,1062.0
1775753610.286345,1072.0
1775753611.287734,1073.0
1775753612.2891562,1073.0
1775753613.2907,1073.0
1775753614.2922828,1075.0
1775753615.293783,1081.0
1775753616.295393,1084.0
1775753617.296988,1084.0
1775753618.2977011,1088.0
1775753619.298371,1086.0
1775753620.2999308,1087.0
1775753621.301434,1083.0
1775753622.303029,1086.0
1775753623.304559,1082.0
1775753624.305994,1074.5
1775753625.30668,1065.0
1775753626.308295,1050.5
1775753627.309929,1037.0
1775753628.3115442,1022.0
1775753629.312899,1021.0
1775753630.3144379,1025.0
1775753631.315029,1041.0
1775753632.3165288,1034.0
1775753633.3181498,1033.0
1775753634.3196359,1034.0
1775753635.321213,1031.0
1775753636.32204,1034.0
1775753637.323331,1037.0
1775753638.324799,1039.0
1775753639.326262,1040.0
1775753640.3271701,1039.0
1775753641.328564,1036.0
1775753642.330275,1034.0
1775753643.331786,1034.0
1775753644.332082,1036.0
1775753645.3325682,1036.0
1775753646.332787,1034.0
1775753647.333737,1037.0
1775753648.3339121,1038.0
1775753649.334121,1041.0
1775753650.335365,1040.0
1775753651.335789,1033.0
1775753652.335978,1050.5
1775753653.336092,1064.5
1775753654.33637,1073.0
1775753655.336878,1086.5
1775753656.338326,1099.5
1775753657.3388002,1112.0
1775753658.339013,1126.5
1775753659.339346,1143.5
1775753660.3395011,1156.0
1775753661.340014,1162.0
1775753662.3402822,1153.0
1775753663.340481,1155.5
1775753664.340783,1159.5
1775753665.341024,1158.0
1775753666.341152,1158.0
1775753667.341344,1161.0
1775753668.341533,1167.5
1775753669.3416908,1162.0
1775753670.341995,1159.0
1775753671.342155,1159.0
1775753672.3426728,1157.0
1775753673.342983,1156.0
1775753674.344673,1151.0
1775753675.344827,1143.0
1775753676.345145,1151.5
1775753677.345433,1163.5
1775753678.345669,1168.5
1775753679.345881,1172.5
1775753680.346102,1179.0
1775753681.346275,1177.5
1775753682.346587,1174.5
1775753683.34675,1175.0
1775753684.346972,1179.0
1775753685.347117,1180.5
1775753686.347293,1174.0
1775753687.347471,1166.0
1775753688.347661,1164.0
1775753689.3478642,1164.0
1775753690.348001,1158.0
1775753691.3482602,1166.5
1775753692.3484402,1159.5
1775753693.348568,1161.0
1775753694.348707,1159.5
1775753695.348901,1161.0
1775753696.349059,1154.0
1775753697.3492491,1159.5
1775753698.349418,1161.5
1775753699.349605,1167.0
1775753700.349779,1168.0
1775753701.35016,1169.5
1775753702.350506,1170.5
1775753703.350869,1171.0
1775753704.3511171,1169.0
1775753705.351306,1166.0
1775753706.351497,1158.0
1775753707.351692,1160.5
1775753708.351914,1161.5
1775753709.352095,1162.0
1775753710.35224,1164.0
1775753711.352412,1164.0
1775753712.352609,1161.0
1775753713.352784,1157.0
1775753714.3529642,1159.5
1775753715.354051,1161.0
1775753716.3542259,1160.5
1775753717.354366,1161.5
1775753718.3545659,1162.0
1775753719.354774,1152.5
1775753720.355037,1123.0
1775753721.355232,1075.0
1775753722.355428,1075.0
1775753723.3555741,1076.0
1775753724.355793,1069.0
1775753725.355967,1068.0
1775753726.357325,1069.0
1775753727.3577778,1062.0
1775753728.358025,1058.0
1775753729.358189,1064.0
1775753730.3583,1062.0
1775753731.3584561,1063.0
1775753732.3586261,1061.0
1775753733.358845,1060.0
1775753734.358996,1062.0
1775753735.3599281,1066.5
1775753736.3602939,1062.5
1775753737.360627,1065.0
1775753738.361176,1067.0
1775753739.361713,1071.0
1775753740.3618429,1077.0
1775753741.3625972,1073.0
1775753742.3632052,1070.0
1775753743.364086,1075.0
1775753744.36531,1079.0
1775753745.366941,
1775753746.3681002,1118.0
1775753747.3692968,
1775753748.3704782,1182.5
1775753749.371628,1203.0
1775753750.372747,1194.0
1775753751.373951,1168.0
1775753752.3753338,1174.0
1775753753.376723,1174.0
1775753754.378028,1178.0
1775753755.379445,1175.0
1775753756.3808079,1173.0
1775753757.381495,1175.0
1775753758.382821,1174.0
1775753759.384297,1169.0
1775753760.3856928,1168.0
1775753761.387139,1176.0
1775753762.388695,1168.0
1775753763.390002,1165.0
1775753764.391404,1166.0
1775753765.3925812,1175.0
1775753766.393978,1180.5
1775753767.3954072,1181.0
1775753768.396805,1179.0
1775753769.397909,1151.5
1775753770.3993092,
1775753771.400683,1048.0
1775753772.401603,1038.0
1775753773.4030552,1035.0
1775753774.4044642,1037.0
1775753775.405826,1042.0
1775753776.4071622,1037.0
1775753777.4084742,1037.0
1775753778.4090571,1034.5
1775753779.4098182,1030.0
1775753780.411123,1033.0
1775753781.412155,1027.0
1775753782.4133928,1030.0
1775753783.414776,1036.0
1775753784.416151,1034.0
1775753785.417237,1036.0
1775753786.418887,1033.0
1775753787.420545,1036.0
1775753788.422134,1035.0
1775753789.423695,1038.0
1775753790.425055,1032.5
1775753791.426025,1038.5
1775753792.427629,1035.0
1775753793.429056,1038.0
1775753794.430343,1039.0
1775753795.4316502,1042.0
1775753796.433215,1037.0
1775753797.434828,1033.0
1775753798.436212,1035.0
1775753799.437597,1033.0
1775753800.4390452,1030.0
1775753801.4406168,1029.0
1775753802.442028,1029.5
1775753803.4436438,1027.0
1775753804.44516,1024.0
1775753805.446532,1022.0
1775753806.447344,1024.0
1775753807.448789,1027.0
1775753808.450201,1034.5
1775753809.4515562,1065.5
1775753810.4525518,
1775753811.4539351,1241.0
1775753812.4554958,1241.0
1775753813.456841,1241.0
1775753814.4582279,1238.0
1775753815.459937,1238.0
1775753816.461546,1243.0
1775753817.4632452,1245.0
1775753818.4649222,1241.0
1775753819.466537,1243.0
1775753820.468024,1253.0
1775753821.469624,1254.0
1775753822.471287,1247.0
1775753823.4726999,1242.0
1775753824.4740648,1235.5
1775753825.475633,1238.0
1775753826.477102,1238.0
1775753827.4785862,1239.0
1775753828.4803069,1238.0
1775753829.48102,1243.0
1775753830.4821818,1241.0
1775753831.48371,1235.0
1775753832.485305,1239.0
1775753833.4868171,1240.0
1775753834.4884322,1234.0
1775753835.4898188,1227.0
1775753836.491387,1224.0
1775753837.493087,1223.0
1775753838.494736,1221.0
1775753839.496487,1209.0
1775753840.4972448,1178.0
1775753841.498761,1101.0
1775753842.499257,1104.0
1775753843.500896,1107.0
1775753844.5024471,1103.0
1775753845.503925,1104.0
1775753846.505534,1105.0
1775753847.507042,1106.0
1775753848.508607,1106.0
1775753849.510201,1108.0
1775753850.5117471,1104.0
1775753851.5133061,1112.0
1775753852.514997,1101.0
1775753853.51649,1095.0
1775753854.517357,1102.0
1775753855.51892,1100.0
1775753856.5206919,1113.0
1775753857.5222971,1100.0
1775753858.523086,1103.0
1775753859.524572,1109.0
1775753860.525944,1112.0
1775753861.527355,1113.0
1775753862.5288398,1113.0
1775753863.530199,1113.0
1775753864.531688,
